CountDense,CountActivation,CountDropout,CountFlatten,CountInputLayer,CountConv1D,CountConv2D,CountConv3D,CountMaxPooling1D,CountMaxPooling2D,CountMaxPooling3D,CountSimpleRNN,CountGRU,CountLSTM,CountEmbedding,CountBatchNormalization,CountLayerNormalization,Countsoftmax,Countrelu,Counttanh,Countsigmoid,Counthard_sigmoid,Countexponential,Countlinear,CountL1,CountL2,CountL1L2,Model_File,Total_Params,Trainable_Params,Num_Neurons,Max_Neurons,Min_Neurons,Max_Dimension_Input,Min_Dimension_Input,Max_Dimension_Output,Min_Dimension_Output,Max_Input_Output_Dimension_Mismatch_Count,Max_Dropout_Rate,Min_Dropout_Rate,Number_of_Layers,Layer_Diversity,Activation_Presence,Avg_Params_Per_Layer,Input_Output_Mismatch_Count_Layer
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1567_34311586_correct.h5,19,19,3,3,1,3,2,3,1,0,0.0,0.0,3,1,1.0,6.333333333333333,0
2,4,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,4,0,0,0,4054_37624102_correct.h5,9447138,9447138,4,128,2,73728,1,73728,2,0,0.0,0.0,10,5,0.8,944713.8,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,46_66840108_correct.h5,25933,25933,3,196,1,196,2,196,1,0,0.0,0.0,3,1,1.0,8644.333333333334,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,613_34311586_correct.h5,19,19,3,3,1,3,2,3,1,0,0.0,0.0,3,1,1.0,6.333333333333333,0
2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1096_72795591_correct.h5,4897,4897,3,32,1,32,1,32,1,0,0.2,0.2,5,3,0.6,979.4,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2899_50201540_correct.h5,404252,404252,4,392,2,784,98,392,2,1,0.0,0.0,4,1,1.0,101063.0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,0,0,0,0,0,0,0,253_67590787_correct.h5,287498,287498,5,64,10,1000,32,1000,10,0,0.0,0.0,6,2,0.8333333333333334,47916.333333333336,0
1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,146_66952606_correct.h5,771713,771713,2,128,1,500,128,500,1,0,0.5,0.5,5,5,0.4,154342.6,0
1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,117_66952606_correct.h5,771713,771713,2,128,1,500,128,500,1,0,0.5,0.5,5,5,0.4,154342.6,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,675_69906416_correct.h5,32130,32130,3,50,30,60,1,60,30,0,0.0,0.0,3,2,1.0,10710.0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3917_68103873_correct.h5,1033857,1033857,2,128,1,640,3,640,1,0,0.0,0.0,4,3,0.5,258464.25,0
3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,0,0,0,0,0,0,0,2565_67590787_correct.h5,287498,287498,5,64,10,1000,32,1000,10,0,0.0,0.0,6,2,0.8333333333333334,47916.333333333336,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,3043_69906416_correct.h5,32130,32130,3,50,30,60,1,60,30,0,0.0,0.0,3,2,1.0,10710.0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1303_73765263_correct.h5,58978,58978,2,10,8,2560,8,2560,8,0,0.0,0.0,4,2,0.5,14744.5,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1808_48934338_correct.h5,1661,1661,3,50,1,50,1,50,1,0,0.0,0.0,3,1,1.0,553.6666666666666,0
1,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,1,0,0,0,0,0,0,2675_67727890_correct.h5,94753,94753,6,50,3,50,5,50,3,0,0.1,0.1,11,3,0.5454545454545454,8613.90909090909,0
2,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,17_64522751_correct.h5,98210,98210,5,100,10,400,2,400,2,0,0.0,0.0,9,4,0.5555555555555556,10912.222222222223,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3359_71251340_correct.h5,333201,333201,0,0,0,400,7,400,1,0,0.0,0.0,3,0,0.0,111067.0,0
1,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,1,0,0,0,0,0,0,2716_67727890_correct.h5,94753,94753,6,50,3,50,5,50,3,0,0.1,0.1,11,3,0.5454545454545454,8613.90909090909,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,900_70848143_correct.h5,38785,38785,3,64,1,64,3,64,1,0,0.0,0.0,3,1,1.0,12928.333333333334,0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,325_67649606_correct.h5,30113,30113,3,64,1,64,4,64,1,0,0.2,0.2,4,3,0.75,7528.25,0
3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,761_70217712_correct.h5,274361,274361,4,512,1,512,4,512,1,0,0.2,0.2,6,4,0.6666666666666666,45726.833333333336,0
1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,130_66952606_correct.h5,771713,771713,2,128,1,500,128,500,1,0,0.5,0.5,5,5,0.4,154342.6,0
3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2892_31880720_correct.h5,5217,5217,3,32,1,128,32,32,1,1,0.1,0.1,5,2,0.6,1043.4,0
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2491_67155624_correct.h5,51001,51001,3,100,1,150,1,150,1,0,0.5,0.5,4,3,0.75,12750.25,0
2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2925_68716219_correct.h5,458039,455939,2,64,3,300,30,300,3,0,0.2,0.2,5,3,0.4,91607.8,0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,2651_67649606_correct.h5,30113,30113,3,64,1,64,4,64,1,0,0.2,0.2,4,3,0.75,7528.25,0
1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3879_66952606_correct.h5,771713,771713,2,128,1,500,128,500,1,0,0.5,0.5,5,5,0.4,154342.6,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2087_55328966_correct.h5,655200,655200,3,784,10,784,50,784,10,0,0.0,0.0,3,1,1.0,218400.0,0
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,211_67155624_correct.h5,51001,51001,3,100,1,150,1,150,1,0,0.5,0.5,4,3,0.75,12750.25,0
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,176_67155624_correct.h5,51001,51001,3,100,1,150,1,150,1,0,0.5,0.5,4,3,0.75,12750.25,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2830_68103873_correct.h5,1033857,1033857,2,128,1,640,3,640,1,0,0.0,0.0,4,3,0.5,258464.25,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,676_69906416_correct.h5,32130,32130,3,50,30,60,1,60,30,0,0.0,0.0,3,2,1.0,10710.0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2139_61553510_correct.h5,9411,9411,1,3,3,64,3,64,3,0,0.0,0.0,2,1,0.5,4705.5,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3700_73765263_correct.h5,58978,58978,2,10,8,2560,8,2560,8,0,0.0,0.0,4,2,0.5,14744.5,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,3254_70777445_correct.h5,80501,80501,2,100,1,100,4,100,1,0,0.0,0.0,4,3,0.5,20125.25,0
2,0,4,1,0,3,0,0,1,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,3569_73146829_correct.h5,22065210,22065210,5,200,10,70200,1,70200,10,0,0.2,0.2,14,6,0.35714285714285715,1576086.4285714286,0
2,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,15_64522751_correct.h5,98210,98210,5,100,10,400,2,400,2,0,0.0,0.0,9,4,0.5555555555555556,10912.222222222223,0
3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,3184_70406438_correct.h5,1042811,1042811,4,64,3,300,4,300,3,0,0.4,0.4,9,4,0.4444444444444444,115867.88888888889,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1521_31556268_correct.h5,17,17,2,4,1,4,1,4,1,0,0.0,0.0,4,2,1.0,4.25,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2137_61553510_correct.h5,9411,9411,1,3,3,64,3,64,3,0,0.0,0.0,2,1,0.5,4705.5,0
1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,1050_71494820_correct.h5,152578,152578,4,128,1,160,32,160,1,0,0.2,0.1,7,3,0.5714285714285714,21796.85714285714,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,1411_77416892_correct.h5,29345,29345,3,64,1,64,1,64,1,0,0.0,0.0,3,2,1.0,9781.666666666666,0
1,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,1,0,0,0,0,0,0,369_67727890_correct.h5,94753,94753,6,50,3,50,5,50,3,0,0.1,0.1,11,3,0.5454545454545454,8613.90909090909,0
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2503_67155624_correct.h5,51001,51001,3,100,1,150,1,150,1,0,0.5,0.5,4,3,0.75,12750.25,0
2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2008_52782432_correct.h5,49795,49795,3,128,3,128,3,128,3,0,0.2,0.2,6,4,0.6666666666666666,8299.166666666666,0
3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1548_31880720_correct.h5,5217,5217,3,32,1,128,32,32,1,1,0.1,0.1,5,2,0.6,1043.4,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2095_55328966_correct.h5,655200,655200,3,784,10,784,50,784,10,0,0.0,0.0,3,1,1.0,218400.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,641_69364684_correct.h5,1261,1261,4,8,4,10,4,10,4,0,0.0,0.0,6,1,0.6666666666666666,210.16666666666666,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,914_70848143_correct.h5,38785,38785,3,64,1,64,3,64,1,0,0.0,0.0,3,1,1.0,12928.333333333334,0
3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1538_31880720_correct.h5,5217,5217,3,32,1,128,32,32,1,1,0.1,0.1,5,2,0.6,1043.4,0
2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,3956_72795591_correct.h5,4897,4897,3,32,1,32,1,32,1,0,0.2,0.2,5,3,0.6,979.4,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1769_46642627_correct.h5,2701,2701,3,50,1,50,1,50,1,0,0.0,0.0,3,1,1.0,900.3333333333334,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2084_55328966_correct.h5,655200,655200,3,784,10,784,50,784,10,0,0.0,0.0,3,1,1.0,218400.0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,3053_69906416_correct.h5,32130,32130,3,50,30,60,1,60,30,0,0.0,0.0,3,2,1.0,10710.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,615_69364684_correct.h5,1261,1261,4,8,4,10,4,10,4,0,0.0,0.0,6,1,0.6666666666666666,210.16666666666666,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2107_55328966_correct.h5,655200,655200,3,784,10,784,50,784,10,0,0.0,0.0,3,1,1.0,218400.0,0
3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,3163_70406438_correct.h5,1042811,1042811,4,64,3,300,4,300,3,0,0.4,0.4,9,4,0.4444444444444444,115867.88888888889,0
1,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,1,0,0,0,0,0,0,375_67727890_correct.h5,94753,94753,6,50,3,50,5,50,3,0,0.1,0.1,11,3,0.5454545454545454,8613.90909090909,0
2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,3514_72795591_correct.h5,4897,4897,3,32,1,32,1,32,1,0,0.2,0.2,5,3,0.6,979.4,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2756_68061611_correct.h5,51603,51603,3,100,3,100,2,100,3,0,0.0,0.0,3,2,1.0,17201.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2368_66907936_correct.h5,134412,134412,0,0,0,150,11,150,12,0,0.0,0.0,4,0,0.0,33603.0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,3271_70777445_correct.h5,80501,80501,2,100,1,100,4,100,1,0,0.0,0.0,4,3,0.5,20125.25,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1497_31556268_correct.h5,17,17,2,4,1,4,1,4,1,0,0.0,0.0,4,2,1.0,4.25,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3646_50481178_correct.h5,4292,4292,6,50,2,50,4,50,2,0,0.0,0.0,6,1,1.0,715.3333333333334,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111_66907936_correct.h5,134412,134412,0,0,0,150,11,150,12,0,0.0,0.0,4,0,0.0,33603.0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,407_68061611_correct.h5,51603,51603,3,100,3,100,2,100,3,0,0.0,0.0,3,2,1.0,17201.0,0
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,201_67155624_correct.h5,51001,51001,3,100,1,150,1,150,1,0,0.5,0.5,4,3,0.75,12750.25,0
2,0,4,1,0,3,0,0,1,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,1110_73146829_correct.h5,22065210,22065210,5,200,10,70200,1,70200,10,0,0.2,0.2,14,6,0.35714285714285715,1576086.4285714286,0
1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,656_69906416_correct.h5,32130,32130,3,50,30,60,1,60,30,0,0.0,0.0,3,2,1.0,10710.0,0
2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2410_68716219_correct.h5,458039,455939,2,64,3,300,30,300,3,0,0.2,0.2,5,3,0.4,91607.8,0
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,472_68692047_correct.h5,407050,407050,2,512,10,784,512,512,10,1,0.2,0.2,3,2,0.6666666666666666,135683.33333333334,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1787_46642627_correct.h5,2701,2701,3,50,1,50,1,50,1,0,0.0,0.0,3,1,1.0,900.3333333333334,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1816_48934338_correct.h5,1661,1661,3,50,1,50,1,50,1,0,0.0,0.0,3,1,1.0,553.6666666666666,0
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2489_67155624_correct.h5,51001,51001,3,100,1,150,1,150,1,0,0.5,0.5,4,3,0.75,12750.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,2985_69364684_correct.h5,1261,1261,4,8,4,10,4,10,4,0,0.0,0.0,6,1,0.6666666666666666,210.16666666666666,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2046_46642627_correct.h5,2701,2701,3,50,1,50,1,50,1,0,0.0,0.0,3,1,1.0,900.3333333333334,0
6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3998_64151679_correct.h5,45442,45442,6,256,2,256,12,256,2,0,0.2,0.2,10,2,0.6,4544.2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,3223_70777445_correct.h5,80501,80501,2,100,1,100,4,100,1,0,0.0,0.0,4,3,0.5,20125.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,2957_69364684_correct.h5,1261,1261,4,8,4,10,4,10,4,0,0.0,0.0,6,1,0.6666666666666666,210.16666666666666,0
3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1730_44164749_correct.h5,3112211,3112211,3,5000,11,5000,20,5000,11,0,0.1,0.1,5,2,0.6,622442.2,0
3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1057_72328867_correct.h5,107980721,107980721,4,200,1,539880,1,539880,1,0,0.2,0.2,7,5,0.5714285714285714,15425817.285714285,0
2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2901_68716219_correct.h5,458039,455939,2,64,3,300,30,300,3,0,0.2,0.2,5,3,0.4,91607.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,824_70777445_correct.h5,80501,80501,2,100,1,100,4,100,1,0,0.0,0.0,4,3,0.5,20125.25,0
2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,3604_73148058_correct.h5,52132,52132,4,64,4,64,1,64,3,0,0.2,0.2,6,3,0.6666666666666666,8688.666666666666,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,49_66840108_correct.h5,25933,25933,3,196,1,196,2,196,1,0,0.0,0.0,3,1,1.0,8644.333333333334,0
3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1502_44164749_correct.h5,3112211,3112211,3,5000,11,5000,20,5000,11,0,0.1,0.1,5,2,0.6,622442.2,0
3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1697_44164749_correct.h5,3112211,3112211,3,5000,11,5000,20,5000,11,0,0.1,0.1,5,2,0.6,622442.2,0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,308_67649606_correct.h5,30113,30113,3,64,1,64,4,64,1,0,0.2,0.2,4,3,0.75,7528.25,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1586_34311586_correct.h5,19,19,3,3,1,3,2,3,1,0,0.0,0.0,3,1,1.0,6.333333333333333,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2763_68061611_correct.h5,51603,51603,3,100,3,100,2,100,3,0,0.0,0.0,3,2,1.0,17201.0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,61_66840108_correct.h5,25933,25933,3,196,1,196,2,196,1,0,0.0,0.0,3,1,1.0,8644.333333333334,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2758_48934338_correct.h5,1661,1661,3,50,1,50,1,50,1,0,0.0,0.0,3,1,1.0,553.6666666666666,0
2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,1144_73148058_correct.h5,52132,52132,4,64,4,64,1,64,3,0,0.2,0.2,6,3,0.6666666666666666,8688.666666666666,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3752_50481178_correct.h5,4292,4292,6,50,2,50,4,50,2,0,0.0,0.0,6,1,1.0,715.3333333333334,0
3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,0,0,0,0,0,0,0,2577_67590787_correct.h5,287498,287498,5,64,10,1000,32,1000,10,0,0.0,0.0,6,2,0.8333333333333334,47916.333333333336,0
6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,4034_64151679_correct.h5,45442,45442,6,256,2,256,12,256,2,0,0.2,0.2,10,2,0.6,4544.2,0
6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,2204_64151679_correct.h5,45442,45442,6,256,2,256,12,256,2,0,0.2,0.2,10,2,0.6,4544.2,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,398_68061611_correct.h5,51603,51603,3,100,3,100,2,100,3,0,0.0,0.0,3,2,1.0,17201.0,0
3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,2750_70406438_correct.h5,1042811,1042811,4,64,3,300,4,300,3,0,0.4,0.4,9,4,0.4444444444444444,115867.88888888889,0
3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,2752_70406438_correct.h5,1042811,1042811,4,64,3,300,4,300,3,0,0.4,0.4,9,4,0.4444444444444444,115867.88888888889,0
2,4,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,4,0,0,0,1083_37624102_correct.h5,9447138,9447138,4,128,2,73728,1,73728,2,0,0.0,0.0,10,5,0.8,944713.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2154_61553510_correct.h5,9411,9411,1,3,3,64,3,64,3,0,0.0,0.0,2,1,0.5,4705.5,0
6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,4019_64151679_correct.h5,45442,45442,6,256,2,256,12,256,2,0,0.2,0.2,10,2,0.6,4544.2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3977_61553510_correct.h5,9411,9411,1,3,3,64,3,64,3,0,0.0,0.0,2,1,0.5,4705.5,0
2,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1210_64522751_correct.h5,98210,98210,5,100,10,400,2,400,2,0,0.0,0.0,9,4,0.5555555555555556,10912.222222222223,0
2,0,4,1,0,3,0,0,1,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,1119_73146829_correct.h5,22065210,22065210,5,200,10,70200,1,70200,10,0,0.2,0.2,14,6,0.35714285714285715,1576086.4285714286,0
2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,187_67155624_correct.h5,51001,51001,3,100,1,150,1,150,1,0,0.5,0.5,4,3,0.75,12750.25,0
2,0,4,1,0,3,0,0,1,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,3854_73146829_correct.h5,22065210,22065210,5,200,10,70200,1,70200,10,0,0.2,0.2,14,6,0.35714285714285715,1576086.4285714286,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1474_31556268_correct.h5,17,17,2,4,1,4,1,4,1,0,0.0,0.0,4,2,1.0,4.25,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2754_68061611_correct.h5,51603,51603,3,100,3,100,2,100,3,0,0.0,0.0,3,2,1.0,17201.0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2292_64634468_correct.h5,51,51,3,5,1,5,2,5,1,0,0.0,0.0,3,1,1.0,17.0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,622_69364684_correct.h5,1261,1261,4,8,4,10,4,10,4,0,0.0,0.0,6,1,0.6666666666666666,210.16666666666666,0
2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,3554_72795591_correct.h5,4897,4897,3,32,1,32,1,32,1,0,0.2,0.2,5,3,0.6,979.4,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2816_68103873_correct.h5,1033857,1033857,2,128,1,640,3,640,1,0,0.0,0.0,4,3,0.5,258464.25,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1276_73765263_correct.h5,58978,58978,2,10,8,2560,8,2560,8,0,0.0,0.0,4,2,0.5,14744.5,0
2,0,2,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3255_70818269_correct.h5,135090,135090,4,256,8,512,3,512,8,0,0.2,0.2,9,5,0.4444444444444444,15010.0,0
2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1068_72795591_correct.h5,4897,4897,3,32,1,32,1,32,1,0,0.2,0.2,5,3,0.6,979.4,0
